datetime;melatonin
2024-04-17 10:00:00;6.13
2024-04-17 12:00:00;3.41
2024-04-17 14:00:00;1.6
2024-04-17 16:00:00;3.3
2024-04-17 18:00:00;3.18
2024-04-17 20:00:00;4.12
2024-04-17 22:00:00;18.76
2024-04-18 00:00:00;36.39
2024-04-18 02:00:00;27.52
2024-04-18 04:00:00;31.16
2024-04-18 06:00:00;29.11
2024-04-18 08:00:00;20.53
