datetime;melatonin
2024-04-17 10:05:00;2.35
2024-04-17 12:00:00;0.52
2024-04-17 14:00:00;1.39
2024-04-17 16:00:00;0.93
2024-04-17 18:10:00;1.37
2024-04-17 20:04:00;0.62
2024-04-17 22:01:00;4.02
2024-04-18 00:00:00;13.24
2024-04-18 01:59:00;10.22
2024-04-18 04:02:00;11.59
2024-04-18 05:58:00;2.08
2024-04-18 08:01:00;5.35
