datetime;melatonin
2024-04-17 10:00:00;1.59
2024-04-17 12:01:00;0
2024-04-17 14:00:00;0.09
2024-04-17 15:59:00;0
2024-04-17 18:00:00;0
2024-04-17 20:01:00;0
2024-04-17 22:00:00;3.11
2024-04-18 00:00:00;12.74
2024-04-18 02:01:00;12.39
2024-04-18 04:01:00;16.18
2024-04-18 06:01:00;2.65
2024-04-18 08:01:00;9.71
