datetime;melatonin
2024-04-17 10:00:00;1.25
2024-04-17 12:00:00;4
2024-04-17 14:00:00;4.13
2024-04-17 16:00:00;3.76
2024-04-17 18:00:00;2.86
2024-04-17 20:00:00;2.44
2024-04-17 22:00:00;25.2
2024-04-18 00:00:00;32.45
2024-04-18 02:00:00;34.53
2024-04-18 04:00:00;48.32
2024-04-18 06:00:00;29.4
2024-04-18 08:00:00;13.78
