datetime;melatonin
2024-04-17 10:00:00;0
2024-04-17 12:00:00;0
2024-04-17 14:00:00;0
2024-04-17 16:00:00;0
2024-04-17 18:00:00;0
2024-04-17 20:00:00;0.51
2024-04-17 22:00:00;0
2024-04-18 02:30:00;9.16
2024-04-18 03:00:00;1.94
2024-04-18 05:00:00;0.71
2024-04-18 07:00:00;0
