datetime;melatonin
2025-01-01 00:00:00;4.1459999999999999
2025-01-01 00:30:00;2.3780000000000001
2025-01-01 01:00:00;2.8460000000000001
2025-01-01 01:30:00;2.8759999999999999
2025-01-01 02:00:00;2.4540000000000002
2025-01-01 02:30:00;1.788
2025-01-01 03:00:00;0.71899999999999997
2025-01-01 03:30:00;1.5589999999999999
2025-01-01 04:00:00;1.4379999999999999
2025-01-01 04:30:00;4.1210000000000004
2025-01-01 05:00:00;7.0229999999999997
2025-01-01 05:30:00;9.3089999999999993
2025-01-01 06:00:00;10.244
2025-01-01 06:30:00;11.356
